id,name,category,ingredient,recipe
321,땡초김밥,"['간단요리', '한식', '메인요리']","[['청양고추', '10~12개'], ['당근', '¼개'], ['어묵', '2장'], ['밥', '2공기'], ['김밥용 김', '2장'], ['통깨', '약간'], ['참기름', '1큰술'], ['식용유', '약간'], ['마요네즈', '2큰술'], ['굴소스', '1큰술'], ['간장', '1큰술'], ['다진 마늘', '½큰술'], ['올리고당', '½큰술'], ['맛술', '½큰술']]","['고추씨를 제거한 청양고추와 당근, 어묵을 잘게 다져주세요. 각각 따로 블렌더에 넣은 후 곱게 다져 주세요. 볼에 양념 재료를 넣어 섞어주세요. (tip. 블렌더 또는 푸드 프로세서를 이용해 다져도 좋아요) (tip. 기호에 따라 다진 소고기, 돼지고기, 다진 양파, 단무지 등을 넣어 만드셔도 맛있게 드실 수 있어요)', '달군 팬에 오일을 두른 후 당근을 볶다가 어묵과 청양고추를 넣어 볶아주세요.', '양념 재료를 넣어 볶은 후 불을 끄고 밥과 참기름, 통깨를 넣어 섞어주세요.', '김발에 김을 깔고 섞어 둔 밥을 고르게 펼친 후 김밥을 단단하게 말아주세요.  (tip.밥의 끝과 김이 맞닿게 말면 더욱더 예쁘게 만들 수 있어요)', '땡초 김밥을 먹기 좋은 크기로 잘라 마요네즈를 곁들여 맛있게 즐겨주세요.']"
322,단호박주스,['간식'],"[['미니 단호박', '1개'], ['우유', '2컵(400ml)'], ['꿀', '1/2큰술']]","['단호박은 잘라서 씨를 제거하고, 김이 오른 찜통에 10~12분간 쪄주세요.', '찐호박의 껍질을 벗긴 후 냉장고에 넣어 차갑게 식혀주세요.', '블렌더에 차게 식힌 단호박과 우유, 꿀을 넣고 갈아주세요.', '컵에 따라 즐기실 때, 투명한 컵에 담으면 단호박의 예쁜 색감까지 느낄 수 있어요.']"
323,토마토수프,"['양식', '메인요리']","[['완숙토마토', '4개(800g)'], ['양파', '1/2개'], ['당근', '1/4개'], ['다진마늘', '1/2큰술'], ['바질가루(생략가능)', '약간'], ['월계수잎(생략가능)', '1장'], ['버터', '2큰술'], ['치킨스톡(고형)', '1조각'], ['물', '400ml'], ['파슬리(생략가능)', '약간'], ['소금', '약간'], ['후춧가루', '약간'], ['파르메산 치즈(생략가능)', '약간'], ['올리브오일', '약간']]","['깨끗이 씻은 토마토는 4~6등분으로 자르고, 양파는 채썰고 당근은 깍뚝 썰어주세요. 파슬리는 잘게 다져주세요.', '달군 냄비에 버터를 녹인 후 다진마늘과 양파를 넣어 양파가 투명해질 때까지 3~5분 정도 볶아주세요.', '토마토와 당근을 넣어 3~4분 볶다가 뜨거운 물에 치킨스톡을 넣어 녹이고, 월계수잎과 바질가루를 함께 넣어 주세요. 중약불에서 뭉근하게 10~15분 끓인 후, 불을 끄고 월계수잎을 건져주세요.', '끓인 재료를 블렌더로 갈아준 후 5~10분 정도 더 끓여주세요.', '바게트와 크루통을 프라이팬에 바삭하게 구워주세요.', '[styling tip!]', '1. 납작한 접시보다는 오목한 그릇을 선택해서 수프를 담아주세요.  2. 후추와 다진 파슬리를 수프에 골고루 뿌려주세요. 3. 치즈그라인더로 치즈를 갈아서 수프 위에 뿌리고, 크루통을 올려주세요.', '그릇에 수프를 담아 다진 파슬리를 뿌리고, 취향에 따라 파르메산 치즈와 노릇하게 구운 빵을 함께 곁들여 즐겨주세요.']"
324,망고빙수,['간식'],"[['망고', '2개(200g)'], ['우유', '500ml'], ['연유', '4큰술'], ['민트잎(생략 가능)', '약간'], ['망고', '2개(200g)'], ['설탕', '3큰술'], ['레몬즙', '1/2큰술']]","['아이스큐브에 우유를 넣어 냉동실에서 5시간 이상 얼려주세요.', '블렌더에 망고와 물을 넣어 간 후 냄비에 넣고 설탕 3큰술을 넣어 중약불에서 4분 정도 끓여주세요. 마지막에 레몬즙을 넣어 1분 정도 끓여 망고소스를 만들어 준 후 냉장고에 넣어 차갑게 준비해주세요.', '장식용 망고는 반으로 자르고 칼집을 낸 후 수저로 껍질을 벗겨주세요.', '아이스큐브에서 우유얼음을  빼 낸 후 블렌더에 넣어 곱게 갈아주세요.', '간 우유얼음을 그릇에 담고 슬라이스한 망고를 돌려 담아주세요. 스쿱으로 아이스크림을 퍼서 동그랗게 올리고 망고소스를  뿌린 후 민트잎(생략 가능)을 장식으로 올려주세요.']"
325,평양 잡육쟁반,['메인요리'],"[['한우 잡육', '500g'], ['깻잎', '20장'], ['쑥갓', '200g'], ['대파', '2대'], ['팽이버섯', '1봉(150g)'], ['식초', '1큰술'], ['설탕', '1큰술'], ['간장', '3큰술'], ['청양고추', '1개'], ['다진 파', '1큰술'], ['다진 마늘', '1/2큰술']]","['한우 잡육을 찬물에 담가 30분 정도 핏물을 뺀 후 1시간 정도 삶아 주세요. 삶은 잡육은 취향에 따라 찢거나 썰어 주세요. (tip. 물 양은 고기가 잠길 정도로 넣고 끓이다가 찬물 2컵을 넣어 더 끓여주세요)  (미라클 1) 고기 질감이 부드러운지 질긴지 확인하는 방법 -  생고기를 만졌을 때 부드러우면 익었을때도 부드럽답니다! (미라클 2) 고기 핏물을 빨리 빼는 방법 - 고기를 물에 담근 후 주물럭 해주면 핏물을 빨리 뺄 수 있어요. 너무 많이 빼면 맛이 줄어들 수 있으니 적당히 빼주세요!', '삶은 잡육을 얇게 썰거나 찢어 주세요. 쑥갓과 대파, 깻잎을 먹기 좋은 크기로 잘라 주세요. 팽이버섯은 밑둥을 잘라 준비해 주세요.', '전골 냄비에 잡육 육수와 쑥갓, 대파를 넣어 주세요. 그 위에 종지와 깻잎, 삶은 잡육을 올려 주세요.', '청양고추를 얇게 썰어 양념장 재료와 함께 섞어 주세요. 양념장을 종지에 담은 후 잡육 육수를 넣어 간을 맞춰 주세요. (tip. 청양고추의 꼭지 부분을 자른 후 손바닥으로 비비면 씨를 쉽게 뺄 수 있어요)', '팽이버섯과 쑥갓, 깻잎을 올려 주세요.', '한소끔 끓인 후 고기와 채소를 양념장과 곁들여 맛있게 즐겨주세요. (tip. 냉면이나 당면 사리를 넣어서 함께 먹어도 맛있어요)']"
326,육개장,['메인요리'],"[['한우 잡육', '400g'], ['잡육 육수', '6컵'], ['삶은 고사리', '한 줌'], ['삶은 토란대', '한 줌'], ['대파 (흰 부분)', '1/2대'], ['숙주', '한 줌'], ['참기름', '1/2큰술'], ['식용유', '1큰술'], ['간장', '1/2큰술'], ['고춧가루', '1/3큰술'], ['달걀', '1개'], ['다진 마늘', '1큰술']]","['한우 잡육을 찬물에 담가 30분 정도 핏물을 뺀 후 1시간 정도 삶아 주세요. 삶은 잡육은 취향에 따라 찢거나 썰어 주세요. (tip. 물 양은 고기가 잠길 정도로 넣고 끓이다가 찬물 2컵을 넣어 더 끓여주세요)  (미라클 1) 고기 질감이 부드러운지 질긴지 확인하는 방법 -  생고기를 만졌을 때 부드러우면 익었을때도 부드럽답니다! (미라클 2) 고기 핏물을 빨리 빼는 방법 - 고기를 물에 담근 후 주물럭 해주면 핏물을 빨리 뺄 수 있어요. 너무 많이 빼면 맛이 줄어들 수 있으니 적당히 빼주세요!', '삶은 고사리와 토란대, 대파를 먹기 좋은 크기로 썰어주세요. 달군 냄비에 식용유를 두르고 대파를 볶아 주세요 (tip.약불에 볶아야 대파가 타지 않아요)', '파가 익으면 불을 끈 후 고춧가루를 넣고 함께 볶아 주세요. 참기름과 간장을 약간 넣어 주세요.', '간마늘을 넣고 볶아 주세요. 삶은 잡육과 육수를 넣고 팔팔 끓여 주세요. (tip. 간마늘을 나중에 넣어야 타지 않아요)', '간장과 소금으로 간을 맞춰 주세요. 삶은 고사리와 토란대를 넣고 부드럽게 익혀 주세요. 숙주를 넣고 한소끔 끓여 주세요. 그릇에 푼 달걀을 넣어 익힌 후 맛있게 즐겨 주세요.']"
327,잡육조림,['밑반찬'],"[['한우 잡육', '200g'], ['연근', '1/2개'], ['가지', '1개'], ['간장', '2큰술'], ['연두(순한 맛)', '4큰술'], ['맛술(또는 청주)', '3큰술'], ['설탕', '1큰술'], ['청양고추', '2개'], ['잡육 육수', '적당량']]","['한우 잡육을 찬물에 담가 30분 정도 핏물을 뺀 후 1시간 정도 삶아 주세요. 삶은 잡육은 취향에 따라 찢거나 썰어 주세요. (tip. 물 양은 고기가 잠길 정도로 넣고 끓이다가 찬물 2컵을 넣어 더 끓여주세요)  (미라클 1) 고기 질감이 부드러운지 질긴지 확인하는 방법 -  생고기를 만졌을 때 부드러우면 익었을때도 부드럽답니다! (미라클 2) 고기 핏물을 빨리 빼는 방법 - 고기를 물에 담근 후 주물럭 해주면 핏물을 빨리 뺄 수 있어요. 너무 많이 빼면 맛이 줄어들 수 있으니 적당히 빼주세요!', '삶은 잡육을 먹기 좋은 크기로 썰어 주세요. 가지와 연근, 고추씨를 뺀 청양고추를 큼지막하게 썰어 주세요. (tip. 무, 마 등 다른 채소를 대체하거나 더해도 좋아요)', '냄비에 양념 재료를 넣고 끓이다가 연근, 가지, 청양고추, 잡육을 넣어 10분 정도 끓여 완성해 주세요.']"
328,소고기 파국,['메인요리'],"[['한우 잡육', '300g'], ['잡육 육수', '6컵'], ['대파', '1/2대'], ['식용유', '적당량'], ['다시마', '1장'], ['간장(국간장)', '3큰술'], ['간마늘(또는 다진 마늘)', '1큰술'], ['소금', '약간'], ['후춧가루', '약간']]","['한우 잡육을 찬물에 담가 30분 정도 핏물을 뺀 후 1시간 정도 삶아 주세요. 삶은 잡육은 취향에 따라 찢거나 썰어 주세요. (tip. 물 양은 고기가 잠길 정도로 넣고 끓이다가 찬물 2컵을 넣어 더 끓여주세요)  (미라클 1) 고기 질감이 부드러운지 질긴지 확인하는 방법 -  생고기를 만졌을 때 부드러우면 익었을때도 부드럽답니다! (미라클 2) 고기 핏물을 빨리 빼는 방법 - 고기를 물에 담근 후 주물럭 해주면 핏물을 빨리 뺄 수 있어요. 너무 많이 빼면 맛이 줄어들 수 있으니 적당히 빼주세요!', '삶은 잡육은 취향에 따라 찢거나 썰어 주세요. 대파를 먹기 좋은 크기로 썰어주세요.', '냄비에 식용유를 두른 후 대파를 볶아 주세요.  (tip. 식용유를 살짝만 넣어야 느끼해지지 않아요)', '파가 익으면 간장을 약간 넣어 볶아 주세요. 삶은 잡육을 냄비에 넣어 주세요.', '냄비에 잡육 육수와 다시마를 넣고 끓여 주세요. 소금과 후춧가루로 간을 해 주세요.', '간마늘을 넣고 한소끔 끓인 후 뜨끈하게 밥과 함께 즐겨주세요.']"
329,간장비빔국수,"['간단요리', '메인요리']","[['소면', '200g'], ['달걀', '2개'], ['쪽파', '2대'], ['김가루', '약간'], ['통깨', '약간'], ['간장', '2큰술'], ['설탕', '1큰술'], ['올리고당', '1큰술'], ['참기름', '1큰술'], ['다진 마늘', '1/2작은술'], ['깨소금', '1큰술']]","['쪽파는 얇게 송송 썰어주세요. 볼에 국수 양념 재료를 넣어 섞어주세요.', '끓는 물에 소면을 펼쳐 넣고 젓가락으로 저어 면끼리 달라붙지 않도록 저어주고 물이 끓어오르면 찬물 반 컵을 2~3회 반복해서 부어 국수를 삶아주세요.', '삶은 소면은 찬물에서 여러 번 비벼가며 헹궈 전분기를 없앤 후 체에 받쳐 물기를 빼 주세요', '큰 볼에 삶은 국수와 국수 양념장을 넣고 골고루 섞어주세요.  (tip 기호에 따라 간장을 가감해서 간을 맞춰 주세요)', '그릇에 간장비빔국수를 담은 후 달걀노른자를 가운데 얹고 송송 썬 쪽파와 김가루, 통깨를 뿌려 맛있게 즐겨주세요.  (면 예쁘게 담는 tip. 긴 젓가락이나 조리용 집게로 면을 넉넉하게 잡아서 돌돌 말아주세요. 접시에 흐트러지지 않게 살살 젓가락을 빼주며 길게 담거나, 세워서 동그랗게 둥지처럼 담으면 면을 예쁘게 담을 수 있답니다)']"
330,스팸덮밥,"['간단요리', '메인요리']","[['스팸', '1통(200g)'], ['달걀', '2개'], ['쪽파', '2줄기'], ['밥', '2공기'], ['식용유', '약간'], ['통깨', '약간'], ['간장', '1큰술'], ['설탕', '1큰술'], ['맛술', '1큰술'], ['물', '3큰술'], ['참기름', '1/2큰술'], ['후춧가루', '약간']]","['체망에 스팸을 올리고 뜨거운 물을 부어 기름을 제거해주세요.', '스팸은 편으로 먹기좋게 자르고 쪽파는 송송 썰어주세요. 볼에 소스 재료를 넣고 섞어주세요.', '달군 팬에 약간의 기름을 두르고 스팸을 넣어 앞 뒤로 굽다가 양념재료를 넣어 중간불에서 조려가며 익혀주세요.  (tip. 팬에 소스가 조금 남아 있을 때 불을 꺼 주세요.)', '그릇에 밥을 담고 스팸을 돌려 담은 후 팬에 남은 소스를 스팸 위에 얹어주세요. 실파를 뿌린 후 가운데 달걀 노른자를 얹어주세요.', '스팸덮밥 위에 통깨를 뿌려 맛있게 즐겨주세요.']"
331,프랑스식 굴 술찜,"['안주', '메인요리']","[['굴', '300g'], ['양파', '1/2개'], ['화이트 와인', '1/2컵'], ['올리브오일', '3큰술'], ['버터', '1큰술'], ['토마토', '1/2개'], ['백후춧가루', '약간'], ['소금', '약간'], ['바질', '적당량'], ['파슬리', '적당량'], ['차빌(혹은 딜)', '약간']]","['굴은 옅은 소금물에 넣고 이물질을 제거하며 살살 흔들어 씻은 후 체에 밭쳐 물기를 빼고, 키친타올에 올려 수분을 제거해 주세요.', '양파는 작게 다지고 토마토는 적당한 크기로 썰어 주세요. 파슬리와 바질은 잘게 썰어 준비해 주세요. (tip. 파슬리는 줄기까지 썰어 주세요. 파슬리 대신 다양한 허브를 사용해도 좋아요)', '팬에 올리브오일을 두른 후 양파가 투명해지게 볶아주세요. 굴과 토마토, 파슬리를 넣고 화이트 와인을 부어 센 불에서 볶아 주세요. (tip. 화이트 와인은 쇼비뇽 블랑 계열을 추천해요)', '소금을 살짝 뿌려 간을 한 다음 버터를 넣어 골고루 섞어주세요. 마지막으로 바질과 엑스트라 버진 올리브오일, 백 후춧가루를 뿌린 후 맛있게 즐겨주세요. (tip. 버터 대신 올리브오일을 사용해도 괜찮아요)']"
332,고등어구이,['한식'],"[['고등어 필렛', '130g'], ['오일', '적당량'], ['소금', '적당량'], ['후춧가루', '적당량']]","['충분히 해동된 고등어를 깨끗하게 씻어 주세요. 고등어에 묻은 물기를 닦아내 수분을 완전히 제거해 주세요.  (tip. 수분을 제거해야 구울 때 기름이 튀지 않고 냄새가 안 나요)', '고등어 양면에 소금과 후춧가루를 적당량 뿌려 밑간을 해 주세요. (tip. 소금은 굵은 것보다 고운 입자를 사용하는 게 좋아요. 굵은소금이 있다면 곱게 갈아주세요)', '팬에 오일을 두르고 중간불로 달궈 주세요. 고등어의 껍질이 아래로 향하도록 올린 후, 중약불로 낮춰 10초 정도 꾹 눌러 구워주세요. 고등어가 80% 정도 익었을 때 뒤집어 10초 정도 더 익혀 주세요.', '겉은 바삭, 속은 촉촉하게 익은 고등어구이를 맛있게 즐겨 주세요.']"
333,양배추어묵볶음,['밑반찬'],"[['양배추', '1/2통'], ['어묵', '6장'], ['당근', '1/3개'], ['다진 마늘', '1작은술'], ['식용유', '3큰술'], ['진간장', '2큰술'], ['설탕', '1큰술'], ['물엿 (또는 올리고당)', '2큰술'], ['후춧가루', '약간']]","['깨끗이 씻은 양배추는 1cm두께로 채를 썰어주세요. 당근은 길게 채 썰어 주세요.', '어묵은 0.7cm 두께로 채 썰어주세요.', '달군 팬에 식용유를 두르고  어묵을 넣고 볶아주세요. 어묵이 노릇해지면 양배추, 당근, 다진 마늘을 넣고 설탕과 간장으로 간을 해 볶아주세요.', '양배추의 숨이 죽으면 물엿과 후춧가루를 넣고 섞은 후 불을 꺼주세요.', '완성된 양배추어묵볶음을 접시에 담고 통깨를 뿌려 맛있게 즐겨주세요.']"
334,가지밥,['메인요리'],"[['가지', '2개'], ['불린 쌀', '2컵'], ['물', '2컵'], ['대파', '1/2개'], ['양파', '1/2개'], ['식용유', '적당량'], ['진간장', '1큰술'], ['진간장', '4큰술'], ['다진 마늘', '1작은술'], ['고춧가루', '1큰술'], ['다진 청양고추', '2큰술'], ['참기름', '1큰술'], ['설탕', '1/2큰술'], ['통깨', '약간'], ['후춧가루', '약간']]","['가지는 길게 반으로 자른 후 0.5cm 두께의 반달 모양으로 썰어주세요. (tip. 가지는 꼭지가 신선하며 모양이 곧고 색이 진하면서 윤기가 나는 것이 좋아요)', '대파는 송송 썰고, 양파는 채를 썰어주세요.', '팬에 식용유를 두른 후 대파와 양파를 볶아주세요.', '가지를 넣어 숨이 죽을 때까지 볶다가 간장을 넣어 볶아주세요. (tip. 가지를 볶아 넣으면 수분이 날아가 밥에 넣었을 때 무르지 않아요)', '불린 쌀과 물을 전기밥솥에 넣어주세요. 쌀 위에 볶은 가지를 올린 후 취사를 해주세요. (tip. 차가운 성질의 가지와 따뜻한 돼지고기를 함께 먹으면 궁합이 잘 맞으니 기호에 따라 돼지고기를 양념해 함께 넣어 만드셔도 좋답니다)', '볼에 양념장 재료를 넣어 섞어주세요.', '그릇에 밥을 담고 양념장을 곁들여 맛있게 즐겨주세요.']"
335,가지전,['밑반찬'],"[['가지', '1개'], ['달걀', '1개'], ['부침가루', '약간'], ['식용유', '적당량'], ['소금', '약간'], ['송송 썬 쪽파', '1대'], ['다진 청홍고추', '1/2큰술'], ['다진 마늘', '1/2큰술'], ['참기름', '1/2큰술'], ['진간장', '1+1/2큰술'], ['고춧가루', '1작은술'], ['통깨', '약간']]","['가지는 0.5cm 두께로 어슷하게 썰어주세요. (tip. 가지에 칼집을 내면 양념이 잘 베여요)', '가지에 약간의 소금으로 밑간을 해주세요. 볼에 양념장 재료를 넣어 섞어주세요.', '달군 팬에 식용유를 적당량 두른 후 부침가루-달걀물을 순으로 묻힌 가지를 올려 노릇하게 부쳐주세요.', '가지전에 양념장을 곁들여 맛있게 즐겨주세요.']"
336,가지나물무침,['밑반찬'],"[['가지', '2개(300g)'], ['청양고추', '1개'], ['참기름', '1/2큰술'], ['통깨', '약간'], ['국간장', '1큰술'], ['간마늘', '1/2큰술']]","['깨끗이 씻은 가지는 꼭지를 잘라내고 반으로 썬 후 4등분해 주세요. 청양고추는 반으로 썰어 씨를 뺀 후 잘게 다져주세요.', '찜기에 물이 끓어오르면 썬 가지를 넣어 3분간 쪄주세요. 뚜껑을 닫고 1분 정도 두었다가 채반에 꺼내주세요.  (tip. 너무 오래 찌면 물컹한 식감이 될 수 있으니 적당히 쪄주세요)', '가지를 한 김 식힌 후 세로로 먹기 좋게 찢어주세요.', '10분 정도 식힌 가지를 살짝 짜서 수분을 제거해 주세요.  (tip. 이때 수분을 완전히 빼기보다 살짝 짜서 촉촉함을 유지해 주세요)', '볼에 가지와 청양고추, 양념장 재료를 넣어 살살 버무려주세요. 마지막으로 참기름과 통깨를 넣어 마무리해 주세요.']"
337,닭가슴살 샐러드,['간단요리'],"[['닭가슴살', '1개'], ['달걀', '1개'], ['방울토마토', '3개'], ['양상추', '1/4통'], ['당근', '1/4개'], ['올리브오일', '2큰술'], ['다진 마늘', '1/2작은술'], ['다진 양파', '1큰술'], ['간장', '1큰술'], ['식초', '1큰술'], ['올리고당', '1작은술'], ['소금', '약간'], ['후춧가루', '약간']]","['끓는 물에 닭가슴살을 넣고 15분간 익혀주세요. 끓인 물에 소금 1작은술을 넣고 달걀을 13분간 삶아주세요.', '삶은 닭가슴살은 찬물에 담가 식힌 후 손으로 찢고 달걀은 껍질을 벗겨 먹기좋게 썰어주세요.', '방울토마토는 반으로 자르고 양상추는 깨끗이 씻어 손으로 찢어주세요. 당근은 잘게 채썰어주세요.', '볼에 소스 재료를 넣어 섞어주세요.', '그릇에 손질한 재료를 담고 소스를 곁들여 맛있게 즐겨주세요.  (tip. 식초 대신 레몬즙을 사용해도 좋아요)']"
338,칼국수,['메인요리'],"[['따뜻한 물', '1.5L'], ['다시마', '1장(10*10)'], ['애호박', '1/4개'], ['당근', '1/4개'], ['양파', '1/4개'], ['대파', '1/3대'], ['감자', '1/2개'], ['후춧가루', '약간'], ['덧밀가루', '약간'], ['밀가루', '250g'], ['소금', '1작은술'], ['식용유', '1큰술'], ['따뜻한 물', '150ml'], ['국간장', '1큰술'], ['멸치액젓', '1큰술'], ['굵은 소금', '1/2큰술']]","['볼에 반죽재료를 넣고 반죽 한 후 랲으로 감싸 냉장고에서 30분간 숙성시켜주세요.', '도마에 덧밀가루를 약간 뿌린 후 반죽을 밀대로 밀어 얇게 펼쳐주세요.  펼친 반죽에 덧밀가루를 발라가며 3~4번 접은 후 0.5cm두께로 썰어주세요.', '따뜻한 물에 다시마를 넣고 10분 정도 불려 육수를 만들어주세요.', '애호박, 당근, 양파, 감자는 채썰고 대파는 송송 썰어 준비해주세요.', '냄비에 다시마우린 물과 국물 양념을 넣고 끓이다가 칼국수 면을 넣어 5분간 끓여주세요. 썰어둔 채소를 넣고 한소끔 더 끓여 완성해주세요.', '완성된 칼국수를 그릇에 담아 맛있게 즐겨주세요.  (tip. 기호에 따라 김가루를 넣어 드셔도 좋아요)  (tip. 부족한 간은 소금으로 해주세요)']"
339,도토리묵,['한식'],"[['도토리가루', '1컵'], ['물', '6컵'], ['소금', '1/2큰술'], ['들기름', '1큰술'], ['진간장', '4큰술'], ['다진 마늘', '1작은술'], ['고춧가루', '1큰술'], ['다진 청양고추', '2큰술'], ['참기름', '1큰술'], ['설탕', '1/2큰술'], ['통깨', '약간'], ['후춧가루', '약간']]","['볼에 도토리가루와 물을 넣고 거품기로 잘 섞어주세요.', '섞은 재료를 냄비에 담고 센불에서 한방향으로 빠르게 저어가며 끓여주세요.', '재료가 응고되면서 기포가 끓어오르기 시작하면 불을 약불로 줄이고 15분간 천천히 저어주세요.', '들기름과 소금을 넣고 다시 5분간 천천히 저어주세요.  (tip. 들기름을 넣으면 묵에서 윤기가 나고 더욱 고소해요. 들기름이 없다면 참기름이나 일반 식용유를 사용해도 좋아요)', '완성된 도토리묵은 밀폐용기나 굳힐수있는 적당한 크기의 용기에 붓고 상온에서 식혀주세요.', '굳힌 도토리묵을 먹기 좋게 썰어주세요. (tip. 도토리묵은 밀폐하여 냉장 보관하면 3~4일간 보관이 가능해요)  (tip. 물을 넣어 함께 보관하면 수분이 증발하는것을 막아줘요. 또한 굳은 묵은 끓는물에 3분간 데쳐 사용하면 더욱 부드럽게 즐길 수 있어요)', '볼에 양념장 재료를 넣고 섞어주세요. 양념장을 곁들여 맛있게 즐겨주세요.']"
340,진미채김밥,['메인요리'],"[['진미채', '200g'], ['통깨', '약간'], ['참기름', '1큰술'], ['물', '2큰술'], ['마요네즈', '3큰술'], ['밥', '4공기'], ['김', '4장'], ['김밥용 단무지', '4줄'], ['고추장', '2큰술'], ['식용유', '2큰술'], ['간장', '1큰술'], ['고춧가루', '1큰술'], ['설탕', '1/2큰술'], ['물엿 (또는 올리고당)', '5큰술'], ['소금', '1작은술'], ['참기름', '1/2큰술']]","['프라이팬에 양념 재료를 넣고 설탕이 녹을정도 까지 끓여주세요.', '큰 볼에 오징어채를 넣고 마요네즈를 넣어 골고무 버무려주세요. (tip. 오징어채를 씹었을때 너무 딱딱하면 물에 5분간 불려주세요)', '끓여둔 양념장을 오징어채에 부어 골고루 무쳐주세요.', '볼에 밥을 담고 밥 양념재료를 넣고 골고루 섞어주세요.', '김에 밥을 펼친 후 진미채와 단무지를 넣고 말아주세요.', '먹기 좋게 썰어 맛있게 즐겨주세요.']"
341,간장두부조림,['밑반찬'],"[['두부(넓은 것)', '1모(500g)'], ['식용유', '2큰술'], ['대파', '약간'], ['통깨', '약간'], ['간장', '2큰술'], ['물', '4큰술'], ['설탕', '1/2큰술'], ['다진마늘', '1작은술'], ['참기름', '1큰술']]","['두부는 도톰한 두께로 썰고 키친타월로 물기를 제거해 주세요. 양념재료를 섞어 준비해 주세요. (tip. 두부의 수분을 최대한 제거해야 구울 때 기름이 튀기지 않아요)', '달군 팬에 기름을 두르고 두부를 앞뒤로 노릇하게 구워주세요.', '구운 두부에 양념재료를 넣고 약불에서 5분 정도 졸여주세요.', '완성된 간장두부조림을 접시에 담고 송송 썬 대파와 통깨를 뿌려 밥과 함께 즐겨주세요.']"
342,감자두부조림,"['한식', '밑반찬']","[['두부(넓은 것)', '1모(500g)'], ['감자', '2개'], ['청양고추', '1개'], ['홍고추', '1/2개'], ['대파', '1대'], ['멸치다시마육수', '1+1/2컵'], ['통깨', '약간'], ['양파', '1/2개'], ['간장', '4큰술'], ['고춧가루', '2큰술'], ['고추장', '1큰술'], ['설탕', '1큰술'], ['다진마늘', '1/2큰술'], ['참기름', '1큰술']]","['두부는 도톰한 두께로 썰고 감자는 껍질을 벗긴 후 1cm 두께로 썰어주세요.', '대파와 고추는 송송 썰고 양파는 굵게 채썰어 주세요. 볼에 양념 재료를 넣고 섞어주세요.', '냄비에 감자를 깔고 멸치다시마육수를 붓고 양념 ½ 분량을 넣고 5분간 끓여주세요. 두부를 올려 남은 양념과 양파를 넣고 5분간 졸이다가 대파와 고추를 넣고 5분간 더 졸여주세요.', '완성된 감자두부조림을 접시에 담아 밥과 함께 즐겨주세요.']"
343,참치두부조림,"['한식', '밑반찬']","[['두부(넓은 것)', '1모(500g)'], ['참치캔', '1캔(135g)'], ['팽이버섯', '1봉지'], ['대파', '1대'], ['양파', '1/2개'], ['청양고추', '1개'], ['멸치다시마육수', '1+1/2컵'], ['간장', '4큰술'], ['고추장', '2큰술'], ['된장', '1/2큰술'], ['고춧가루', '1큰술'], ['설탕', '1큰술'], ['다진마늘', '1/2큰술'], ['참기름', '1큰술']]","['두부는 도톰한 두께로 썰어주세요.', '양파는 채썰고 대파와 청양고추는 송송 썰어주세요. 팽이버섯은 밑동을 자르고 손으로 뜯어주세요. 볼에 양념재료를 담아 섞어주세요.', '냄비에 양파와 대파를 깔고 참치 1캔을 기름까지 모두 넣어주세요. 두부와 팽이버섯, 청양고추를 올리고 양념장, 멸치육수를 부어 10분간 졸여주세요.', '완성된 참치두부조림을 밥과 함께 맛있게 즐겨주세요.']"
344,크로와상 베네딕트,"['간식', '양식', '간단요리']","[['크로와상 생지', '2개'], ['달걀', '2개'], ['베이컨', '2장'], ['올리브오일', '약간'], ['소금', '약간'], ['후춧가루', '약간'], ['마요네즈', '1+1/2큰술'], ['머스타드', '1/2큰술'], ['물', '1리터'], ['식초', '3큰술'], ['버터', '80g'], ['달걀 노른자', '2개'], ['물', '1큰술'], ['레몬즙(혹은 식초)', '1큰술'], ['소금', '약간'], ['후춧가루', '약간']]","['크로와상 생지는 에어프라이이어에 넣어 180도 온도에서 12~15분간 구워주세요.', '달군 팬에 베이컨을 노릇하게 구워주세요.', '냄비에 식촛물 재료를 넣고 살짝 끓어오르면 수저로 냄비 가장자리를 원 모양으로 돌려주세요. 중앙에 달걀을 넣고 2~3분 정도 익혀 수란을 만들어주세요.', '버터는 중탕으로 녹이거나 전자레인지에 40초 정도 녹여주세요. 볼에 달걀노른자를 넣어 푼 후, 따뜻한 물이 있는 냄비 위에 볼을 얹고 녹인 버터를 조금씩 넣으면서 거품기로 섞어주세요. 레몬즙과 약간의 소금, 후춧가루로 간을 해주세요.', '크로와상 가운데를 살짝 눌러준 후 스프레드를 발라주세요. 베이컨과 수란을 얹은 후 소스를 뿌려주세요.', '맛있게 즐겨주세요.']"
